date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-03-25,12.1,4.7,19.5,0.0,,135.0,6.8,29.6,1024.6,
2022-03-26,12.5,5.5,19.7,0.0,,270.0,7.8,26.0,1023.6,
2022-03-27,13.6,5.5,21.2,0.0,,,,,,
2022-03-28,14.8,6.2,22.0,0.0,,157.0,11.8,31.0,1023.0,
2022-03-29,15.6,12.0,19.3,0.0,,171.0,21.3,67.0,1011.7,
2022-03-30,12.1,9.4,17.0,0.3,,180.0,12.1,44.0,1003.4,
2022-03-31,9.5,7.2,12.4,13.2,,285.0,12.4,44.0,998.4,
2022-04-01,2.4,0.3,8.9,5.1,10.0,335.0,22.0,55.0,1003.7,
2022-04-02,1.2,0.0,3.3,3.3,10.0,332.0,31.8,57.0,1010.7,
2022-04-03,3.1,0.4,6.1,0.3,,347.0,21.9,39.0,1018.9,
2022-04-04,4.2,-1.2,9.4,0.0,,341.0,6.7,24.0,1021.4,
2022-04-05,7.7,2.4,13.7,0.0,,301.0,8.0,44.0,1017.0,
2022-04-06,11.4,7.4,14.8,0.0,,326.0,5.0,25.9,1011.1,
2022-04-07,11.9,9.8,13.7,0.3,,173.0,20.9,50.0,1008.8,
2022-04-08,14.5,11.6,18.2,5.1,,190.0,23.1,61.0,1006.7,
2022-04-09,6.6,3.8,17.2,0.5,,343.0,17.8,55.0,1015.9,
2022-04-10,7.2,-0.4,14.2,1.5,,352.0,5.8,22.0,1020.9,
2022-04-11,12.1,6.9,17.5,0.0,,162.0,28.6,78.0,1015.4,
2022-04-12,15.4,12.5,19.4,0.0,,160.0,21.7,57.0,1012.7,
2022-04-13,15.2,10.7,20.4,0.0,,290.0,10.1,37.0,1015.9,
2022-04-14,15.5,9.5,21.7,0.0,,331.0,12.6,41.0,1019.6,
2022-04-15,16.8,10.6,22.7,0.0,,330.0,14.9,44.0,1021.6,
2022-04-16,15.7,10.7,21.3,0.0,,347.0,19.8,52.0,1020.5,
2022-04-17,12.4,5.9,18.6,0.0,,316.0,8.6,31.5,1019.6,
2022-04-18,13.1,6.5,19.5,0.0,,308.0,8.7,37.0,1015.5,
2022-04-19,13.8,7.6,20.4,0.0,,345.0,9.7,35.0,1011.5,
2022-04-20,13.7,6.7,20.6,0.0,,236.0,7.7,38.9,1008.4,
2022-04-21,15.2,11.7,20.1,0.0,,16.0,13.0,48.0,1004.8,
2022-04-22,14.4,7.4,21.0,0.0,,339.0,6.2,42.0,999.8,
2022-04-23,14.0,9.5,19.3,0.0,,156.0,15.5,63.0,997.7,
2022-04-24,11.9,8.5,16.5,4.1,,194.0,18.1,50.0,1003.4,
2022-04-25,12.9,11.4,16.1,7.4,,207.0,9.2,28.0,1011.9,
2022-04-26,13.5,10.1,18.1,2.8,,339.0,9.5,30.0,1015.6,
2022-04-27,12.7,5.9,19.6,0.0,,319.0,8.0,29.6,1018.8,
2022-04-28,15.2,7.4,22.1,0.0,,323.0,7.1,35.2,1022.1,
2022-04-29,15.2,9.3,21.7,0.0,,312.0,11.2,39.0,1024.0,
2022-04-30,13.6,8.1,19.7,0.3,,350.0,13.0,41.0,1022.1,
2022-05-01,13.4,7.4,19.1,0.0,,340.0,12.4,41.0,1019.3,
2022-05-02,14.2,7.2,20.4,0.0,,334.0,9.2,33.0,1015.0,
2022-05-03,15.3,11.1,21.4,1.0,,255.0,9.9,28.0,1014.5,
2022-05-04,15.8,10.9,22.0,1.0,,194.0,11.1,31.5,1017.0,
2022-05-05,14.4,11.8,18.5,2.3,,328.0,17.5,72.0,1020.6,
2022-05-06,14.2,9.4,19.0,0.0,,352.0,21.8,50.0,1021.0,
2022-05-07,16.9,10.8,22.4,0.0,,356.0,19.4,50.0,1019.5,
2022-05-08,17.1,11.6,22.3,0.0,,2.0,9.9,37.0,1019.2,
2022-05-09,17.9,10.8,24.4,0.0,,270.0,5.7,25.9,1022.0,
2022-05-10,20.7,12.5,27.0,0.0,,152.0,7.1,24.1,1020.8,
2022-05-11,22.6,16.5,28.3,0.0,,177.0,25.6,70.0,1017.7,
2022-05-12,21.7,16.5,27.4,0.0,,173.0,17.8,53.7,1020.0,
2022-05-13,20.1,14.7,23.8,0.0,,40.0,12.2,37.0,1020.8,
2022-05-14,19.9,13.6,25.8,0.0,,343.0,8.9,33.3,1019.4,
2022-05-15,21.8,14.4,28.7,0.0,,179.0,20.8,63.0,1015.8,
2022-05-16,22.6,16.4,29.3,0.0,,148.0,13.1,40.8,1018.4,
2022-05-17,22.2,15.6,30.0,0.0,,54.0,7.1,25.9,1018.4,
2022-05-18,24.2,16.8,31.1,0.0,,12.0,8.0,30.0,1018.5,
2022-05-19,25.7,21.0,31.1,0.0,,170.0,20.7,64.8,1020.4,
2022-05-20,24.8,18.6,29.6,0.0,,172.0,29.2,76.0,1021.4,
2022-05-21,23.9,16.9,30.5,0.0,,16.0,9.3,40.8,1020.0,
2022-05-22,24.0,17.9,29.6,0.0,,333.0,7.5,35.0,1011.6,
2022-05-23,21.7,17.9,28.0,0.5,,188.0,14.7,57.0,1006.1,
2022-05-24,17.9,14.7,20.7,5.6,,3.0,10.7,55.0,1010.7,
2022-05-25,17.5,11.9,22.7,0.0,,347.0,19.9,48.0,1017.4,
2022-05-26,18.0,12.0,23.0,0.0,,339.0,18.0,44.0,1024.0,
2022-05-27,18.6,12.5,24.0,0.0,,341.0,18.7,48.0,1023.3,
2022-05-28,18.0,13.0,22.4,0.0,,342.0,27.5,55.0,1017.3,
2022-05-29,15.6,10.2,20.6,0.0,,345.0,22.1,48.0,1010.7,
2022-05-30,16.5,10.5,23.0,0.0,,345.0,11.1,35.2,1009.5,
2022-05-31,16.4,14.2,21.4,0.0,,159.0,9.6,42.0,1013.6,
2022-06-01,18.7,14.4,24.6,2.5,10.0,109.0,10.0,28.0,1015.3,
2022-06-02,20.5,15.7,26.9,1.3,,114.0,11.0,,1015.2,
2022-06-03,23.6,17.0,30.7,0.0,,149.0,11.4,,1013.8,
2022-06-04,25.8,16.9,33.1,0.0,10.0,192.0,13.3,,1014.0,
2022-06-05,21.8,17.4,31.3,9.1,10.0,326.0,11.5,,1015.9,
2022-06-06,20.7,15.6,25.4,4.1,10.0,2.0,8.3,,1018.2,
2022-06-07,20.0,15.1,24.6,0.2,,356.0,10.4,,1017.4,
2022-06-08,17.5,14.7,23.5,14.6,,146.0,10.3,,1013.2,
2022-06-09,16.8,14.4,21.2,15.7,,335.0,17.2,,1018.3,
2022-06-10,18.7,11.0,25.0,0.5,,358.0,14.5,,1022.2,
2022-06-11,22.0,13.7,29.1,0.0,,355.0,9.3,,1021.6,
2022-06-12,24.4,16.9,32.1,0.0,10.0,243.0,7.8,,1020.0,
2022-06-13,22.5,18.3,28.6,0.0,,343.0,17.7,,1019.8,
2022-06-14,22.4,13.3,30.1,0.0,,322.0,7.2,24.1,1017.3,
2022-06-15,26.9,21.7,33.6,0.0,,159.0,13.6,42.0,1015.3,
2022-06-16,27.6,21.6,33.2,0.0,,29.0,10.6,33.0,1017.8,
2022-06-17,26.3,18.8,33.7,0.0,,342.0,11.9,37.0,1020.3,
2022-06-18,28.8,19.5,37.1,0.0,,199.0,18.8,67.0,1016.2,
2022-06-19,29.4,24.7,35.0,0.0,,171.0,28.6,72.0,1009.9,
2022-06-20,28.5,22.6,34.4,0.0,,190.0,23.9,59.0,1010.7,
2022-06-21,26.9,22.4,32.6,0.0,,158.0,19.9,80.0,1009.7,
2022-06-22,23.8,17.4,30.5,31.2,,149.0,18.7,63.0,1009.6,
2022-06-23,21.8,17.0,28.4,64.0,,169.0,12.4,33.3,1011.3,
2022-06-24,20.2,16.3,23.5,11.7,,174.0,10.0,37.0,1012.1,
2022-06-25,21.7,15.7,29.4,16.3,,165.0,14.7,70.0,1012.1,
2022-06-26,19.5,16.2,24.1,8.6,,339.0,13.5,33.0,1013.3,
2022-06-27,18.7,17.1,22.6,0.3,,346.0,16.5,41.0,1017.8,
2022-06-28,19.7,15.7,24.4,0.0,,345.0,15.1,37.0,1017.8,
2022-06-29,23.3,18.0,28.1,0.0,,314.0,7.6,28.0,1013.7,
2022-06-30,20.3,14.7,30.4,10.6,,252.0,12.4,59.0,1012.7,
2022-07-01,17.4,12.8,22.2,23.4,,343.0,12.8,41.0,1020.1,
2022-07-02,20.9,12.8,28.2,0.0,,337.0,6.0,24.1,1019.8,
2022-07-03,24.0,17.9,30.6,0.0,,0.0,8.4,28.0,1017.8,
2022-07-04,22.8,18.5,26.7,0.0,,338.0,13.5,31.0,1018.4,
2022-07-05,22.6,17.5,27.3,0.0,,338.0,14.6,41.0,1020.5,
2022-07-06,21.6,15.7,26.3,0.0,,348.0,19.8,46.0,1021.9,
2022-07-07,20.8,13.7,26.5,0.0,,348.0,22.2,54.0,1023.3,
2022-07-08,20.8,15.1,26.0,0.0,,345.0,25.9,55.0,1025.6,
2022-07-09,21.2,14.5,27.4,0.0,,342.0,13.0,44.0,1023.9,
2022-07-10,22.4,16.6,27.4,0.0,,350.0,17.8,44.0,1020.1,
2022-07-11,22.2,15.5,28.3,0.0,,327.0,11.2,33.3,1018.5,
2022-07-12,24.1,16.7,30.4,0.0,,316.0,9.5,31.5,1020.2,
2022-07-13,25.3,16.6,32.1,0.0,,342.0,6.3,30.0,1020.8,
2022-07-14,27.7,19.1,35.1,0.0,,114.0,8.7,24.0,1018.2,
2022-07-15,25.8,20.7,33.6,0.0,,347.0,13.4,39.0,1017.2,
2022-07-16,23.6,16.8,30.0,0.0,,340.0,17.2,44.0,1018.9,
2022-07-17,24.2,16.7,31.5,0.0,,337.0,10.3,30.0,1020.6,
2022-07-18,27.3,18.0,35.3,0.0,,307.0,5.4,27.8,1019.1,
2022-07-19,31.2,24.4,37.5,0.0,,174.0,21.2,55.0,1014.9,
2022-07-20,28.5,23.8,35.6,0.0,,229.0,16.7,61.0,1017.0,
2022-07-21,25.0,18.6,31.5,0.0,,358.0,11.4,33.3,1020.0,
2022-07-22,26.8,19.0,36.0,0.0,,273.0,7.5,37.0,1015.5,
2022-07-23,24.7,21.6,30.3,1.8,,346.0,12.4,39.0,1017.9,
2022-07-24,26.4,18.5,34.0,0.0,,337.0,6.0,25.9,1016.7,
2022-07-25,28.8,23.8,35.4,0.0,,190.0,15.6,39.0,1013.3,
2022-07-26,23.7,20.5,29.9,0.0,,346.0,20.4,46.0,1016.4,
2022-07-27,22.7,17.0,27.5,0.0,,341.0,20.2,42.6,1014.5,
2022-07-28,24.2,15.8,32.3,0.0,,331.0,7.1,25.9,1012.5,
2022-07-29,23.2,19.7,30.0,0.0,,3.0,8.5,26.0,1015.8,
2022-07-30,24.2,16.9,30.7,0.0,,348.0,12.1,44.0,1018.3,
2022-07-31,26.0,18.0,32.6,0.0,,335.0,11.0,37.0,1017.8,
2022-08-01,26.4,18.7,33.2,0.0,,347.0,12.0,41.0,1016.6,
2022-08-02,25.6,19.3,32.0,0.0,,345.0,12.8,37.0,1016.3,
2022-08-03,29.0,20.3,37.2,0.0,,167.0,7.3,30.0,1013.7,
2022-08-04,31.8,24.8,38.5,0.0,,180.0,14.9,44.0,1012.2,
2022-08-05,27.4,22.4,36.0,0.0,,249.0,14.5,50.0,1014.3,
2022-08-06,24.7,19.8,30.2,0.0,,339.0,19.1,41.0,1018.2,
2022-08-07,23.6,17.2,30.1,0.0,,338.0,13.5,39.0,1017.0,
2022-08-08,24.2,16.8,31.4,0.0,,333.0,10.0,37.0,1017.2,
2022-08-09,25.2,16.3,32.6,0.0,,317.0,8.0,29.6,1018.2,
2022-08-10,26.0,17.9,34.0,0.0,,314.0,8.1,33.3,1017.2,
2022-08-11,28.3,21.4,36.5,0.0,,138.0,11.3,33.0,1014.4,
2022-08-12,27.8,21.5,33.8,0.0,,164.0,9.4,38.9,1012.0,
2022-08-13,26.4,18.0,33.5,0.0,,343.0,7.9,33.0,1010.7,
2022-08-14,21.8,18.2,31.6,7.6,,149.0,12.4,65.0,1009.5,
2022-08-15,22.6,17.3,28.0,15.0,,171.0,8.8,26.0,1008.4,
2022-08-16,24.6,16.7,32.3,0.0,,174.0,10.9,52.0,1008.1,
2022-08-17,20.9,17.3,30.2,0.0,,343.0,10.8,70.0,1010.9,
2022-08-18,19.8,15.9,23.5,3.9,,324.0,14.8,35.0,1012.6,
2022-08-19,19.8,17.5,24.5,5.4,,345.0,10.5,33.3,1016.7,
2022-08-20,22.0,19.0,26.5,0.0,,354.0,11.2,35.0,1018.3,
2022-08-21,21.1,15.3,26.5,0.0,,347.0,12.4,37.0,1016.1,
2022-08-22,21.9,15.6,28.0,0.0,,341.0,13.6,37.0,1014.2,
2022-08-23,23.5,18.0,29.4,0.0,,344.0,14.9,37.0,1014.8,
2022-08-24,24.2,17.5,32.1,0.0,,249.0,5.7,24.1,1014.7,
2022-08-25,25.9,19.1,33.2,0.0,,180.0,10.4,31.0,1013.4,
2022-08-26,23.3,21.0,28.4,0.0,,332.0,14.8,39.0,1014.3,
2022-08-27,21.4,16.9,25.4,0.0,,336.0,14.5,33.3,1013.4,
2022-08-28,23.1,17.3,29.3,0.0,,340.0,7.8,33.3,1013.9,
2022-08-29,26.1,18.4,33.3,0.0,,181.0,7.6,26.0,1015.2,
2022-08-30,23.8,19.3,30.9,0.0,,230.0,10.1,28.0,1015.9,
2022-08-31,22.2,18.7,27.4,8.4,,346.0,13.4,39.0,1016.6,
2022-09-01,22.1,16.3,28.4,0.0,,339.0,5.6,25.9,1014.3,
2022-09-02,22.2,18.1,28.4,0.0,,174.0,10.2,37.0,1012.1,
2022-09-03,21.0,17.8,27.7,1.2,,170.0,8.1,46.0,1013.0,
2022-09-04,23.6,16.7,30.4,0.3,,161.0,8.8,26.0,1016.9,
2022-09-05,25.8,21.0,30.9,0.0,,169.0,18.6,55.0,1018.0,
2022-09-06,25.0,22.0,30.3,0.0,,162.0,13.6,44.0,1015.9,
2022-09-07,22.2,17.4,28.4,0.3,,180.0,9.9,42.0,1013.5,
2022-09-08,21.1,15.7,26.0,0.0,,219.0,8.3,26.0,1013.9,
2022-09-09,19.4,15.6,25.1,0.0,,189.0,8.7,37.0,1016.1,
2022-09-10,18.1,13.7,23.1,2.0,,48.0,6.4,21.0,1019.1,
2022-09-11,18.6,11.8,25.5,0.0,,343.0,6.5,28.0,1018.1,
2022-09-12,22.4,13.7,31.0,0.0,,168.0,11.0,37.0,1013.7,
2022-09-13,24.3,20.8,28.5,0.3,,162.0,24.3,70.0,1010.0,
2022-09-14,22.6,17.2,27.6,0.8,,180.0,23.3,70.0,1008.1,
2022-09-15,19.6,16.7,25.9,0.6,,146.0,8.7,41.0,1010.8,
2022-09-16,17.9,14.7,20.5,4.4,,347.0,12.2,48.2,1012.7,
2022-09-17,12.6,10.3,17.6,0.0,,351.0,21.1,52.0,1018.6,
2022-09-18,12.4,7.1,18.8,0.0,,355.0,10.1,33.0,1020.6,
2022-09-19,13.1,7.8,18.6,0.0,,340.0,15.3,44.0,1020.1,
2022-09-20,13.1,7.3,19.7,0.0,,346.0,13.1,41.0,1021.5,
2022-09-21,13.3,7.5,19.4,0.0,,339.0,8.5,27.8,1021.5,
2022-09-22,14.5,7.7,21.4,0.0,,173.0,6.4,25.9,1020.3,
2022-09-23,16.8,10.4,22.5,0.0,,171.0,19.5,50.0,1017.3,
2022-09-24,16.7,13.3,22.1,15.7,,135.0,7.7,33.3,1013.4,
2022-09-25,14.0,11.9,17.2,20.3,,328.0,8.2,24.0,1013.9,
2022-09-26,14.8,11.8,18.3,2.8,,297.0,7.8,22.2,1011.3,
2022-09-27,13.4,10.7,16.3,3.6,,240.0,10.5,33.0,1008.6,
2022-09-28,14.2,11.2,19.2,4.3,,190.0,15.9,48.0,1003.1,
2022-09-29,12.2,9.3,15.7,24.4,,321.0,6.9,18.5,1003.2,
2022-09-30,10.2,7.0,14.6,0.0,,346.0,9.9,40.8,1011.7,
2022-10-01,12.4,8.7,16.3,0.3,,154.0,12.8,31.0,1020.3,
2022-10-02,17.9,14.2,23.5,2.3,,82.0,9.7,26.0,1024.2,
2022-10-03,15.8,14.0,18.9,0.3,,331.0,15.5,35.0,1024.0,
2022-10-04,14.6,9.8,20.0,0.0,,13.0,5.6,21.0,1022.2,
2022-10-05,17.0,10.1,24.0,0.0,,168.0,15.4,57.0,1023.6,
2022-10-06,16.5,12.7,21.5,0.0,,352.0,12.1,33.0,1028.6,
2022-10-07,16.8,12.9,23.0,0.0,,150.0,8.0,30.0,1024.4,
2022-10-08,15.7,12.9,19.4,0.5,,321.0,11.6,33.0,1021.5,
2022-10-09,13.5,8.4,19.3,0.0,,45.0,7.2,24.0,1019.6,
2022-10-10,18.1,12.3,23.3,0.0,,162.0,11.3,33.0,1018.4,
2022-10-11,15.3,11.9,20.0,0.0,,283.0,6.7,21.0,1021.5,
2022-10-12,15.1,12.9,18.9,0.2,,357.0,6.6,24.0,1022.3,
2022-10-13,14.2,10.0,19.0,4.2,,137.0,5.0,21.0,1021.5,
2022-10-14,16.4,14.0,19.0,1.0,,160.0,8.9,24.1,1018.2,
2022-10-15,18.9,14.0,25.0,0.0,,167.0,14.3,42.0,1014.9,
2022-10-16,20.7,17.0,24.1,0.0,,160.0,23.8,65.0,1017.7,
2022-10-17,21.4,18.2,25.1,0.0,,169.0,18.6,61.0,1024.1,
2022-10-18,19.6,15.0,25.2,0.0,,148.0,13.3,35.0,1026.2,
2022-10-19,17.9,11.6,23.6,0.0,,149.0,13.3,33.0,1020.7,
2022-10-20,19.4,17.8,21.3,1.5,,159.0,20.9,74.0,1015.6,
2022-10-21,18.1,16.6,21.0,2.5,,154.0,17.3,52.0,1012.7,
2022-10-22,18.1,13.9,23.5,0.5,,144.0,10.6,28.0,1016.0,
2022-10-23,20.8,16.8,24.0,0.0,,169.0,33.1,91.0,1013.5,
2022-10-24,19.2,15.6,22.4,0.0,,174.0,19.7,55.5,1015.2,
2022-10-25,16.5,11.8,20.5,0.8,,140.0,12.7,52.0,1018.0,
2022-10-26,19.9,16.0,24.8,0.3,,135.0,9.1,35.2,1019.5,
2022-10-27,19.8,15.7,25.0,0.0,,145.0,17.4,39.0,1023.8,
2022-10-28,20.9,17.4,25.5,0.0,,136.0,16.3,39.0,1024.5,
2022-10-29,19.6,14.9,25.5,0.0,,141.0,14.3,38.9,1022.7,
2022-10-30,18.8,15.4,24.4,0.0,,136.0,17.0,33.0,1020.4,
2022-10-31,18.6,14.5,22.4,0.0,,155.0,20.2,67.0,1018.7,
